Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1243965,-,-,-,40.73,-74.02,-5,13,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2004,1,1,0,0,2.7,0,0,0,0,1.6,0,0,0,0,92.67,162.33,0.06,1017,0.7000000000000001,272,3.5,0.0000,0.0000
2004,1,1,0,30,2.4000000000000004,0,0,0,1,1.6,0,0,0,0,94.76,161.18,0.06,1018,0.7000000000000001,277,3.3000000000000003,0.0000,0.0000
2004,1,1,1,0,2.2,0,0,0,1,1.4000000000000001,0,0,0,0,94.12,158.19,0.06,1018,0.7000000000000001,282,3.1,0.0000,0.0000
2004,1,1,1,30,2,0,0,0,1,1.4000000000000001,0,0,0,0,95.47,154.01,0.06,1018,0.7000000000000001,284,3,0.0000,0.0000
2004,1,1,2,0,1.8,0,0,0,4,1,0,0,0,0,94.71000000000001,149.12,0.06,1019,0.6000000000000001,286,2.9000000000000004,0.0000,0.0000
2004,1,1,2,30,1.5,0,0,0,1,1,0,0,0,0,96.77,143.84,0.06,1019,0.6000000000000001,287,2.9000000000000004,0.0000,0.0000
2004,1,1,3,0,1.2000000000000002,0,0,0,1,0.6000000000000001,0,0,0,0,95.93,138.33,0.06,1019,0.6000000000000001,288,2.8000000000000003,0.0000,0.0000
2004,1,1,3,30,0.9,0,0,0,1,0.6000000000000001,0,0,0,0,98.12,132.71,0.06,1020,0.6000000000000001,291,2.8000000000000003,0.0000,0.0000
2004,1,1,4,0,0.7000000000000001,0,0,0,1,0.1,0,0,0,0,95.89,127.04,0.06,1020,0.6000000000000001,293,2.7,0.0000,0.0000
2004,1,1,4,30,0.5,0,0,0,0,0.1,0,0,0,0,97.38,121.36,0.06,1021,0.6000000000000001,297,2.8000000000000003,0.0000,0.0000
2004,1,1,5,0,0.4,0,0,0,0,-0.6000000000000001,0,0,0,0,93.10000000000001,115.72,0.06,1021,0.6000000000000001,301,2.8000000000000003,0.0000,0.0000
2004,1,1,5,30,0.2,0,0,0,0,-0.6000000000000001,0,0,0,0,94.55,110.15,0.06,1022,0.6000000000000001,303,2.7,0.0000,0.0000
2004,1,1,6,0,0,0,0,0,0,-1.2000000000000002,0,0,0,0,91.51,104.68,0.06,1023,0.6000000000000001,305,2.7,0.0000,0.0000
2004,1,1,6,30,0,0,0,0,0,-1.2000000000000002,0,0,0,0,91.51,99.35000000000001,0.06,1023,0.7000000000000001,304,2.7,0.0000,0.0000
2004,1,1,7,0,0,0,0,0,0,-1.5,0,0,0,0,89.75,94.19,0.06,1024,0.7000000000000001,304,2.7,0.0000,0.0000
2004,1,1,7,30,0.9,12,197,16,0,-1.5,12,197,0,16,84.18,88.83,0.06,1025,0.7000000000000001,303,2.8000000000000003,0.0000,0.0000
2004,1,1,8,0,1.8,29,465,74,0,-0.9,29,465,0,74,82.12,84.39,0.06,1025,0.7000000000000001,301,2.9000000000000004,0.0000,0.0000
2004,1,1,8,30,2.6,41,623,148,0,-0.9,41,623,0,148,77.65,80.08,0.06,1026,0.7000000000000001,302,3,0.0000,0.0000
2004,1,1,9,0,3.4000000000000004,49,721,223,0,-0.9,49,721,0,223,73.54,76.10000000000001,0.06,1026,0.7000000000000001,302,3,10.8052,8.2871
2004,1,1,9,30,4,55,780,289,0,-0.9,55,780,0,289,70.5,72.54,0.06,1026,0.8,305,3.1,14.4537,11.1533
2004,1,1,10,0,4.5,57,834,349,0,-1.2000000000000002,57,834,0,349,66.41,69.49,0.06,1026,0.8,307,3.1,17.9478,13.9074
2004,1,1,10,30,4.9,60,863,397,0,-1.2000000000000002,60,863,0,397,64.53,67.02,0.06,1025,0.8,308,3.1,20.8472,16.1974
2004,1,1,11,0,5.2,62,882,432,0,-1.1,62,882,0,432,63.690000000000005,65.2,0.06,1025,0.8,310,3.1,23.0080,17.9058
2004,1,1,11,30,5.5,63,893,453,1,-1.1,63,893,0,453,62.38,64.08,0.06,1025,0.8,310,3,24.3240,18.9470
