Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1243965,-,-,-,40.73,-74.02,-5,13,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2010,1,1,0,0,0.2,0,0,0,7,-0.7000000000000001,0,0,0,0,93.54,162.28,0.65,1013,1.6,14,0.6000000000000001,0.0000,0.0000
2010,1,1,0,30,0.1,0,0,0,7,-0.7000000000000001,0,0,0,0,94.22,161.15,0.65,1013,1.6,178,0.6000000000000001,0.0000,0.0000
2010,1,1,1,0,0.1,0,0,0,7,-0.8,0,0,0,0,93.82000000000001,158.18,0.65,1013,1.6,342,0.6000000000000001,0.0000,0.0000
2010,1,1,1,30,0,0,0,0,7,-0.8,0,0,0,0,94.5,154.01,0.65,1013,1.6,327,0.6000000000000001,0.0000,0.0000
2010,1,1,2,0,-0.1,0,0,0,7,-0.9,0,0,0,0,94.60000000000001,149.13,0.65,1013,1.5,313,0.7000000000000001,0.0000,0.0000
2010,1,1,2,30,-0.2,0,0,0,7,-0.9,0,0,0,0,95.29,143.85,0.65,1013,1.5,310,0.8,0.0000,0.0000
2010,1,1,3,0,-0.4,0,0,0,4,-1,0,0,0,0,95.77,138.35,0.65,1013,1.5,307,0.9,0.0000,0.0000
2010,1,1,3,30,-0.5,0,0,0,7,-1,0,0,0,0,96.47,132.73,0.65,1013,1.5,305,1,0.0000,0.0000
2010,1,1,4,0,-0.6000000000000001,0,0,0,4,-1.1,0,0,0,0,96.35000000000001,127.05,0.65,1013,1.5,304,1.1,0.0000,0.0000
2010,1,1,4,30,-0.7000000000000001,0,0,0,4,-1.1,0,0,0,0,96.96000000000001,121.38,0.65,1012,1.4000000000000001,303,1.2000000000000002,0.0000,0.0000
2010,1,1,5,0,-0.9,0,0,0,4,-1.4000000000000001,0,0,0,0,96.71000000000001,115.74000000000001,0.65,1012,1.4000000000000001,302,1.2000000000000002,0.0000,0.0000
2010,1,1,5,30,-1.1,0,0,0,4,-1.4000000000000001,0,0,0,0,98.13,110.16,0.65,1012,1.3,301,1.3,0.0000,0.0000
2010,1,1,6,0,-1.3,0,0,0,4,-1.6,0,0,0,0,97.7,104.69,0.65,1012,1.3,300,1.3,0.0000,0.0000
