Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1243965,-,-,-,40.73,-74.02,-5,13,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2006,1,1,0,0,0.2,0,0,0,7,-0.6000000000000001,0,0,0,0,94.26,162.29,0.06,1008,1.2000000000000002,315,1.7000000000000002,0.0000,0.0000
2006,1,1,0,30,0,0,0,0,7,-0.6000000000000001,0,0,0,0,95.64,161.16,0.06,1008,1.1,313,1.7000000000000002,0.0000,0.0000
2006,1,1,1,0,-0.1,0,0,0,1,-0.7000000000000001,0,0,0,0,95.63,158.19,0.06,1009,1.1,310,1.7000000000000002,0.0000,0.0000
2006,1,1,1,30,-0.2,0,0,0,0,-0.7000000000000001,0,0,0,0,96.33,154.02,0.06,1009,1.1,308,1.7000000000000002,0.0000,0.0000
2006,1,1,2,0,-0.4,0,0,0,4,-0.8,0,0,0,0,97.11,149.14000000000001,0.06,1009,1.1,306,1.8,0.0000,0.0000
2006,1,1,2,30,-0.30000000000000004,0,0,0,0,-0.8,0,0,0,0,96.51,143.86,0.06,1010,1.1,305,1.8,0.0000,0.0000
2006,1,1,3,0,-0.30000000000000004,0,0,0,0,-0.7000000000000001,0,0,0,0,96.91,138.36,0.06,1010,1.1,304,1.8,0.0000,0.0000
2006,1,1,3,30,-0.30000000000000004,0,0,0,0,-0.7000000000000001,0,0,0,0,96.91,132.73,0.06,1010,1,306,1.8,0.0000,0.0000
2006,1,1,4,0,-0.2,0,0,0,4,-0.6000000000000001,0,0,0,0,97.22,127.06,0.06,1011,1,309,1.8,0.0000,0.0000
2006,1,1,4,30,-0.2,0,0,0,4,-0.6000000000000001,0,0,0,0,97.22,121.38,0.06,1011,1,311,1.8,0.0000,0.0000
2006,1,1,5,0,-0.2,0,0,0,4,-0.6000000000000001,0,0,0,0,97.26,115.74000000000001,0.06,1011,1,313,1.8,0.0000,0.0000
2006,1,1,5,30,-0.2,0,0,0,4,-0.6000000000000001,0,0,0,0,97.35000000000001,110.17,0.06,1012,1,315,1.8,0.0000,0.0000
2006,1,1,6,0,-0.2,0,0,0,4,-0.6000000000000001,0,0,0,0,96.88,104.7,0.06,1012,1,318,1.8,0.0000,0.0000
2006,1,1,6,30,-0.2,0,0,0,4,-0.6000000000000001,0,0,0,0,96.98,99.37,0.06,1013,1,322,1.7000000000000002,0.0000,0.0000
2006,1,1,7,0,-0.2,0,0,0,4,-0.6000000000000001,0,0,0,0,96.79,94.2,0.06,1013,1,326,1.6,0.0000,0.0000
2006,1,1,7,30,0.30000000000000004,11,77,13,4,-0.6000000000000001,3,0,7,3,93.35000000000001,88.85000000000001,0.06,1013,1,330,1.7000000000000002,0.0000,0.0000
