Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1243965,-,-,-,40.73,-74.02,-5,13,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2015,1,1,0,0,-3.4000000000000004,0,0,0,1,-6.9,0,0,0,0,76.72,162.29,0.05,1019,0.4,254,3.1,0.0000,0.0000
2015,1,1,0,30,-3.2,0,0,0,1,-6.9,0,0,0,0,75.58,161.16,0.05,1019,0.4,255,3.4000000000000004,0.0000,0.0000
2015,1,1,1,0,-3.1,0,0,0,0,-6.6000000000000005,0,0,0,0,76.56,158.18,0.05,1019,0.4,255,3.6,0.0000,0.0000
2015,1,1,1,30,-3.1,0,0,0,4,-6.6000000000000005,0,0,0,0,76.56,154,0.05,1019,0.4,256,3.8000000000000003,0.0000,0.0000
2015,1,1,2,0,-3.1,0,0,0,4,-6.6000000000000005,0,0,0,0,76.86,149.12,0.05,1019,0.30000000000000004,258,4.1000000000000005,0.0000,0.0000
2015,1,1,2,30,-3.2,0,0,0,4,-6.6000000000000005,0,0,0,0,77.44,143.84,0.05,1019,0.30000000000000004,261,4.2,0.0000,0.0000
2015,1,1,3,0,-3.4000000000000004,0,0,0,4,-6.9,0,0,0,0,76.61,138.34,0.05,1019,0.30000000000000004,264,4.2,0.0000,0.0000
2015,1,1,3,30,-3.6,0,0,0,4,-6.9,0,0,0,0,77.76,132.71,0.05,1019,0.30000000000000004,267,4.2,0.0000,0.0000
2015,1,1,4,0,-3.8000000000000003,0,0,0,0,-7.4,0,0,0,0,75.95,127.04,0.05,1019,0.30000000000000004,269,4.2,0.0000,0.0000
2015,1,1,4,30,-3.9000000000000004,0,0,0,4,-7.4,0,0,0,0,76.52,121.36,0.05,1019,0.30000000000000004,270,4,0.0000,0.0000
2015,1,1,5,0,-4.1000000000000005,0,0,0,4,-7.800000000000001,0,0,0,0,75.63,115.72,0.05,1019,0.4,272,3.9000000000000004,0.0000,0.0000
2015,1,1,5,30,-4.2,0,0,0,4,-7.800000000000001,0,0,0,0,76.2,110.15,0.05,1019,0.4,272,3.6,0.0000,0.0000
2015,1,1,6,0,-4.4,0,0,0,4,-7.9,0,0,0,0,76.67,104.68,0.05,1019,0.4,273,3.4000000000000004,0.0000,0.0000
2015,1,1,6,30,-4.5,0,0,0,4,-7.9,0,0,0,0,77.25,99.35000000000001,0.05,1019,0.4,271,3.3000000000000003,0.0000,0.0000
2015,1,1,7,0,-4.6000000000000005,0,0,0,0,-7.800000000000001,0,0,0,0,78.2,94.19,0.05,1020,0.4,269,3.2,0.0000,0.0000
2015,1,1,7,30,-3.9000000000000004,11,222,16,4,-7.800000000000001,5,0,7,5,74.19,88.83,0.05,1020,0.5,266,3.4000000000000004,0.0000,0.0000
2015,1,1,8,0,-3.3000000000000003,28,494,76,4,-7.6000000000000005,35,114,7,46,72.43,84.38,0.05,1020,0.5,263,3.5,0.0000,0.0000
2015,1,1,8,30,-2.4000000000000004,39,649,151,4,-7.6000000000000005,61,204,7,97,67.75,80.07000000000001,0.05,1020,0.5,261,3.7,0.0000,0.0000
2015,1,1,9,0,-1.5,47,749,227,4,-7.7,86,270,0,151,62.9,76.08,0.05,1020,0.5,258,3.8000000000000003,7.3177,5.6126
2015,1,1,9,30,-0.8,52,812,296,1,-7.7,52,812,0,296,59.76,72.53,0.05,1020,0.5,256,3.9000000000000004,14.8051,11.4247
2015,1,1,10,0,0,55,868,360,0,-7.800000000000001,55,868,0,360,55.69,69.47,0.05,1020,0.4,254,4,18.5168,14.3486
2015,1,1,10,30,0.5,58,897,408,1,-7.800000000000001,58,897,0,408,53.660000000000004,67,0.05,1019,0.4,251,4.1000000000000005,21.4282,16.6492
2015,1,1,11,0,1,59,916,444,4,-7.300000000000001,127,524,0,347,53.76,65.17,0.05,1018,0.4,249,4.1000000000000005,18.4851,14.3863
2015,1,1,11,30,1.4000000000000001,61,927,466,4,-7.300000000000001,156,420,0,340,52.19,64.05,0.05,1017,0.4,246,4.1000000000000005,18.2603,14.2241
2015,1,1,12,0,1.9000000000000001,62,929,473,2,-6.7,152,457,0,354,53.02,63.68,0.05,1016,0.4,243,4.1000000000000005,19.0618,14.8525
2015,1,1,12,30,2.2,61,916,462,2,-6.7,152,440,0,345,51.9,64.07000000000001,0.05,1016,0.5,241,4.2,18.5263,14.4310
2015,1,1,13,0,2.5,63,895,439,2,-6,141,455,0,332,53.6,65.2,0.05,1015,0.5,239,4.3,17.6821,13.7609
2015,1,1,13,30,2.6,61,876,403,2,-6,136,411,0,296,53.22,67.04,0.05,1015,0.5,239,4.3,15.5410,12.0744
2015,1,1,14,0,2.6,58,849,355,1,-5.300000000000001,58,849,0,355,56,69.53,0.05,1015,0.5,238,4.3,18.2499,14.1408
2015,1,1,14,30,2.4000000000000004,54,806,295,1,-5.300000000000001,54,806,0,295,56.75,72.60000000000001,0.05,1014,0.5,239,4.1000000000000005,14.7455,11.3775
2015,1,1,15,0,2.2,47,749,226,0,-4.5,47,749,0,226,61.18,76.17,0.05,1014,0.5,240,4,10.9445,8.3929
2015,1,1,15,30,1.6,39,653,150,0,-4.5,39,653,0,150,63.86,80.16,0.05,1014,0.5,240,3.8000000000000003,0.0000,0.0000
2015,1,1,16,0,1.1,27,505,75,0,-4,27,505,0,75,68.58,84.49,0.05,1014,0.5,240,3.7,0.0000,0.0000
2015,1,1,16,30,0.9,11,227,15,0,-4,11,227,0,15,69.57000000000001,88.93,0.05,1014,0.5,239,3.8000000000000003,0.0000,0.0000
2015,1,1,17,0,0.7000000000000001,0,0,0,0,-3.8000000000000003,0,0,0,0,71.94,94.3,0.05,1014,0.6000000000000001,239,3.9000000000000004,0.0000,0.0000
2015,1,1,17,30,0.7000000000000001,0,0,0,1,-3.8000000000000003,0,0,0,0,71.94,99.46000000000001,0.05,1014,0.6000000000000001,238,4,0.0000,0.0000
2015,1,1,18,0,0.7000000000000001,0,0,0,1,-3.5,0,0,0,0,73.44,104.8,0.05,1014,0.7000000000000001,238,4,0.0000,0.0000
2015,1,1,18,30,0.7000000000000001,0,0,0,1,-3.5,0,0,0,0,73.44,110.27,0.05,1014,0.7000000000000001,238,4,0.0000,0.0000
2015,1,1,19,0,0.7000000000000001,0,0,0,1,-3.3000000000000003,0,0,0,0,74.78,115.84,0.05,1014,0.7000000000000001,238,4,0.0000,0.0000
2015,1,1,19,30,0.7000000000000001,0,0,0,1,-3.3000000000000003,0,0,0,0,74.78,121.48,0.05,1014,0.7000000000000001,237,4,0.0000,0.0000
2015,1,1,20,0,0.7000000000000001,0,0,0,0,-3,0,0,0,0,76.13,127.16,0.05,1014,0.8,237,4,0.0000,0.0000
2015,1,1,20,30,0.7000000000000001,0,0,0,1,-3,0,0,0,0,76.13,132.83,0.05,1014,0.8,238,3.9000000000000004,0.0000,0.0000
2015,1,1,21,0,0.7000000000000001,0,0,0,1,-2.8000000000000003,0,0,0,0,77.57000000000001,138.45000000000002,0.05,1014,0.8,238,3.9000000000000004,0.0000,0.0000
2015,1,1,21,30,0.6000000000000001,0,0,0,1,-2.8000000000000003,0,0,0,0,78.13,143.94,0.05,1014,0.9,240,3.8000000000000003,0.0000,0.0000
2015,1,1,22,0,0.5,0,0,0,8,-2.5,0,0,0,0,80.38,149.21,0.05,1014,0.9,242,3.7,0.0000,0.0000
2015,1,1,22,30,0.4,0,0,0,4,-2.5,0,0,0,0,80.96000000000001,154.07,0.05,1014,1,246,3.6,0.0000,0.0000
2015,1,1,23,0,0.2,0,0,0,1,-2.3000000000000003,0,0,0,0,83.38,158.21,0.05,1015,1,249,3.6,0.0000,0.0000
2015,1,1,23,30,0.1,0,0,0,1,-2.3000000000000003,0,0,0,0,83.98,161.14000000000001,0.05,1015,1,253,3.5,0.0000,0.0000
2015,1,2,0,0,-0.1,0,0,0,4,-2.3000000000000003,0,0,0,0,85.28,162.21,0.05,1015,1,257,3.3000000000000003,0.0000,0.0000
2015,1,2,0,30,-0.2,0,0,0,4,-2.3000000000000003,0,0,0,0,85.9,161.11,0.05,1015,1,260,3.2,0.0000,0.0000
2015,1,2,1,0,-0.2,0,0,0,0,-2.3000000000000003,0,0,0,0,85.43,158.17000000000002,0.05,1015,1,263,3.2,0.0000,0.0000
2015,1,2,1,30,-0.30000000000000004,0,0,0,4,-2.3000000000000003,0,0,0,0,86.05,154.01,0.05,1015,1,265,3.1,0.0000,0.0000
2015,1,2,2,0,-0.4,0,0,0,4,-2.4000000000000004,0,0,0,0,86.61,149.15,0.05,1016,1,267,3.1,0.0000,0.0000
2015,1,2,2,30,-0.6000000000000001,0,0,0,1,-2.4000000000000004,0,0,0,0,87.88,143.87,0.05,1016,1,268,3,0.0000,0.0000
2015,1,2,3,0,-0.8,0,0,0,4,-2.5,0,0,0,0,88.21000000000001,138.37,0.05,1016,1,269,3,0.0000,0.0000
2015,1,2,3,30,-1,0,0,0,1,-2.5,0,0,0,0,89.51,132.75,0.05,1016,1,269,2.9000000000000004,0.0000,0.0000
2015,1,2,4,0,-1.2000000000000002,0,0,0,0,-2.6,0,0,0,0,89.95,127.08,0.05,1017,0.9,270,2.9000000000000004,0.0000,0.0000
2015,1,2,4,30,-1.3,0,0,0,1,-2.6,0,0,0,0,90.62,121.4,0.05,1017,0.9,270,2.9000000000000004,0.0000,0.0000
2015,1,2,5,0,-1.4000000000000001,0,0,0,4,-2.7,0,0,0,0,90.78,115.76,0.05,1018,0.9,270,2.9000000000000004,0.0000,0.0000
2015,1,2,5,30,-1.4000000000000001,0,0,0,4,-2.7,0,0,0,0,90.87,110.19,0.05,1019,0.9,270,2.9000000000000004,0.0000,0.0000
2015,1,2,6,0,-1.4000000000000001,0,0,0,4,-2.8000000000000003,0,0,0,0,90.10000000000001,104.71000000000001,0.05,1019,0.8,271,3,0.0000,0.0000
2015,1,2,6,30,-1.3,0,0,0,4,-2.8000000000000003,0,0,0,0,89.53,99.38,0.05,1020,0.8,273,3,0.0000,0.0000
2015,1,2,7,0,-1.3,0,0,0,0,-3,0,0,0,0,88.41,94.21000000000001,0.05,1020,0.8,274,3.1,0.0000,0.0000
2015,1,2,7,30,-0.6000000000000001,12,171,15,4,-3,4,0,7,4,84.09,88.84,0.05,1021,0.8,275,3.1,0.0000,0.0000
2015,1,2,8,0,0.1,30,436,72,4,-2.7,30,0,7,30,81.28,84.39,0.05,1021,0.8,276,3.2,0.0000,0.0000
2015,1,2,8,30,1,43,596,146,4,-2.7,64,121,7,85,76.25,80.07000000000001,0.05,1022,0.8,276,3.3000000000000003,0.0000,0.0000
2015,1,2,9,0,1.9000000000000001,52,695,219,4,-2.6,90,213,0,142,72.01,76.07000000000001,0.05,1022,0.8,276,3.4000000000000004,6.8821,5.2786
2015,1,2,9,30,2.6,59,761,288,4,-2.6,112,18,0,118,68.51,72.5,0.05,1022,0.8,277,3.7,5.9037,4.5559
2015,1,2,10,0,3.2,62,812,347,4,-3.3000000000000003,105,493,0,278,62.230000000000004,69.44,0.05,1022,0.8,277,3.9000000000000004,14.3028,11.0836
2015,1,2,10,30,3.5,65,842,395,4,-3.3000000000000003,131,438,0,303,60.93,66.95,0.05,1022,0.8,277,3.9000000000000004,15.9200,12.3700
2015,1,2,11,0,3.8000000000000003,68,859,430,4,-3.3000000000000003,168,301,0,295,59.75,65.11,0.05,1022,0.8,277,3.9000000000000004,15.7220,12.2365
2015,1,2,11,30,4,70,871,452,4,-3.3000000000000003,169,353,0,324,58.910000000000004,63.980000000000004,0.05,1022,0.8,278,3.8000000000000003,17.4097,13.5622
2015,1,2,12,0,4.2,72,869,458,4,-3.1,175,333,0,323,58.82,63.59,0.05,1021,0.8,278,3.7,17.4034,13.5613
2015,1,2,12,30,4.2,71,865,451,7,-3.1,136,518,0,364,58.82,63.97,0.05,1021,0.8,279,3.7,19.5604,15.2377
2015,1,2,13,0,4.2,75,833,426,4,-3,160,353,0,309,59.38,65.09,0.05,1021,0.8,280,3.6,16.4706,12.8193
2015,1,2,13,30,4.1000000000000005,73,812,391,4,-3,151,320,0,276,59.86,66.93,0.05,1022,0.8,281,3.5,14.5037,11.2698
2015,1,2,14,0,3.9000000000000004,70,776,343,8,-2.8000000000000003,109,470,0,274,61.76,69.41,0.05,1022,0.8,282,3.4000000000000004,14.1008,10.9274
